Judul,Tanggal,Penulis,Label,Kota,Content,Url
"Sopir Diduga Mabuk Minuman Beralkohol, Truk Tabrak 4 Rumah di Gresik","Kompas.com - 15/08/2022, 18:56 WIB","Kontributor Gresik, Hamzah Arfah",Regional,"GRESIK, KOMPAS.com - ","
GRESIK, KOMPAS.com - Sebuah truk boks dengan nomor polisi L 8503 UF yang dikemudikan DFK (33), warga Desa Amol, Kabupaten Timor Tengah Utara, Nusa Tenggara Timur (NTT), menabrak sejumlah rumah di Kabupaten Gresik, Jawa Timur.
Insiden terjadi saat truk tersebut melintas di Jalan Raya Desa Cangkir, Kecamatan Driyorejo, Gresik, Jawa Timur.
Baca juga: Puluhan Pekerja Terkena PHK, Buruh Gelar Demonstrasi di PT Industri Kemasan Semen Gresik
Kepala Kepolisian Sektor (Kapolsek) Driyorejo AKP Herry Moriyanto Tampake mengatakan, truk yang dikemudikan DFK sempat menabrak bagian depan empat rumah warga, yakni Suparman (40), Slamet Mujiono (43), Riamin (52), dan Saji Efendi (53).
Kecelakaan itu terjadi pada Senin (15/8/2022) sekitar pukul 00.15 WIB.
""Semula truk berjalan dari arah timur menuju barat. Saat melintas di lokasi, pengemudi kurang konsentrasi dengan diduga terpengaruh miras, kemudian oleng ke arah kiri dan menabrak pohon serta beberapa rumah warga yang berada di bahu jalan sebelah kiri atau arah selatan,"" ujar Herry, saat dikonfirmasi, Senin.
Herry mengatakan, tak ada korban jiwa dalam insiden tersebut. Akibat kecelakaan itu, korban mengalami kerugian material karena rumah mereka rusak.
Menurut Herry, kasus itu telah dilimpahkan kepada jajaran Satlantas Polres Gresik.
Sementara Kepala Unit Kecelakaan Lalu Lintas Kepolisian Resor (Polres) Gresik Ipda Wiji Mulyono menjelaskan, kecelakaan itu juga menyebabkan satu mobil Toyota Avanza dengan nomor polisi W 1923 K milik Slamet Mujiono rusak.
""Tidak sampai ada korban jiwa dalam insiden yang terjadi, hanya kerugian material,"" ucap Wiji, saat dikonfirmasi secara terpisah.
Ketika dikonfirmasi lebih lanjut mengenai kondisi sopir truk yang diduga dalam pengaruh miras, Wiji belum berani memastikan.
Menurut Wiji, sopir telah diperiksa pada Senin pagi. Wiji menambahkan, DFK terlihat dalam kondisi normal.
Baca juga: Berkah Kusir Delman di Gresik Saat Momen Tahun Baru Hijriah dan Agustusan
""Tadi pagi juga sudah kami lakukan pengecekan di rumah sakit, untuk mengetahui apakah sopir dalam pengaruh miras atau tidak saat kejadian, dengan hasilnya baru keluar besok (16/8/2022). Tapi bisa saja saat itu, sopir kurang konsentrasi karena mengantuk,"" kata Wiji.
Selama menunggu hasil tes medis dari rumah sakit, DFK diamankan di Kantor Satlantas Polres Gresik.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2022/08/15/185658378/sopir-diduga-mabuk-minuman-beralkohol-truk-tabrak-4-rumah-di-gresik
Kronologi Tewasnya Pengendara Motor akibat Kecelakaan dengan Bus Pariwisata di Semarang,"Kompas.com - 15/08/2022, 14:41 WIB",Muhamad Syahrial,Regional,KOMPAS.com,"

KOMPAS.com - Kecelakaan maut yang melibatkan bus pariwisata dan sepeda motor terjadi di Jalan Brigjen Sudiarto, Pedurungan, Kota Semarang, Jawa Tengah, pada Senin (14/08/2022) sekira pukul 10.30 WIB.
Pengendara motor merupakan seorang wanita asal Demak, Jawa Tengah, mengalami luka parah di bagian kepala dan meninggal dunia di lokasi kejadian.
""Korban seorang pemotor Mio, asal Bandurejo, Mranggen, Demak, usia sekira 31 tahun,"" ujar Relawan Semarang, Deas, dikutip dari Tribunjateng.com, Senin (14/08/2022).
""Tadi bus berhenti selepas kejadian, sopir sama kernetnya juga turun,"" imbuhnya.
Baca juga: 4 Fakta Kecelakaan Maut Cianjur yang Tewaskan 6 Orang
Kronologi kecelakaan
Berdasarkan keterangan Deas, kecelakaan maut tersebut berawal saat dua kendaraan tersebut melaju dari arah timur, Purwodadi, menuju ke arah barat, Kota Semarang.
Kemudian, pengendara motor terserempet mobil lain hingga terjatuh dan terlindas bus yang melaju beriringan.
Korban mengalami luka parah setelah terlindas roda belakang bus dan meninggal dunia di lokasi kejadian.
""Info dari bapak sopir bus gitu,"" ujar Deas.
Selanjutnya, jenazah korban dibawa ke RSUP Kariadi Semarang.
Baca juga: Kecelakaan Maut di Cianjur, Saksi Melihat Truk Berjalan Zig-zag Sebelum Tabrak 5 Kendaraan dan Rumah
Relawan Pokdarkamtibmas, Rifki, mengatakan bahwa motor dan bus yang terlibat kecelakaan sudah diamankan pihak kepolisian.
""Sopir juga sedang dimintai keterangan polisi, keluarga korban masih dihubungi,"" ungkapnya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2022/08/15/144154678/kronologi-tewasnya-pengendara-motor-akibat-kecelakaan-dengan-bus-pariwisata
"Kecelakaan Truk di Tol Semarang-Solo, Dua Korban Dinyatakan Tewas","Kompas.com - 14/08/2022, 20:47 WIB",Muhamad Syahrial,Regional,KOMPAS.com,"

KOMPAS.com - Kecelakaan lalu lintas yang melibatkan dua truk di KM 460 ruas Tol Semarang Solo di Desa Barukan, Tengaran, Kabupaten Semarang, Jawa Tengah, Minggu (14/08/2022) siang, menewaskan dua orang korban.
Kasat Lantas Polres Semarang, AKP Dwi Himawan Candra, mengatakan, kecelakaan tersebut melibatkan truk tangki dengan nomor polisi polisi H 1560 JR dan truk pengangkut kargo bernomor polisi AD 1359 UF.
""Kedua truk sama-sama melaju dari arah Solo menuju Semarang,"" kata AKP Dwi, dikutip dari Antara, Minggu (14/08/2022).
Kronologi kecelakaan 
Berdasarkan keterangan AKP Dwi, kecelakaan tersebut berawal ketika truk tangki melaju di lokasi kejadian dengan kontur jalan menanjak.
Baca juga: Korban Tewas Kecelakaan Maut Cianjur Bertambah Jadi 6 Orang
""Saat sampai di KM 460, truk tangki tidak kuat menanjak, kemudian berhenti di bahu jalan,"" jelasnya.
Dari arah yang sama, melaju truk kargo yang diduga mengalami masalah pada mesin.
Truk kargo yang berada di lajur kiri kemudian menabrak truk tangki yang sedang berhenti.
Seorang awak truk dari masing-masing kendaraan tersebut dilaporkan tewas.
Baca juga: Cerita Saksi Saat Detik-detik Kecelakaan Maut Cianjur, Terdengar Suara Keras, Pengendara Motor Terpental 
Petugas gabungan dari kepolisian dan Trans Marga Jateng pun langsung menuju ke lokasi kejadian untuk melakukan evakuasi terhadap dua truk dan korban yang terlibat kecelakaan.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2022/08/14/204732878/kecelakaan-truk-di-tol-semarang-solo-dua-korban-dinyatakan-tewas
"Pelajar Tewas Usai 2 Motor Tabrakan di Magetan, Salah Satu Pengendara Langgar Lampu Lalu Lintas","Kompas.com - 14/08/2022, 08:21 WIB","Kontributor Magetan, Sukoco",Regional,"MAGETAN, KOMPAS.com -","
MAGETAN, KOMPAS.com - Dua sepeda motor terlibat kecelakaan di Jalan Sukowati, Kabupaten Magetan, Jawa Timur. Akibat kecelakaan itu seorang pelajar tewas.
Kasi Humas Polres Magetan AKP Budi Kuncahyo mengatakan, kecelakaan itu melibatkan motor Suzuki Smash dengan nomor polisi AE 4940 QZ yang dikendarai AG (46), dan motor Honda Beat dengan nomor polisi AE 6457 QJ yang dinedarai SA (17).
Baca juga: Bermain di Sungai Saat Ibu Memasak, Bocah di Magetan Ditemukan Tewas Mengambang
Kecelakaan itu terjadi diduga akihat AG melanggar lampu lalu lintas di jalan tersebut.
“Kejadianyya Sabtu (13/8/2022) pukul 20:50 WIB. AG ini melanggar traffic light, kemudian berbelok ke arah kanan karena kurang antisipasi selanjutnya terjadilah kecelakaan lalu lintas tersebut,” kata Budi lewat pesan singkat, Minggu (14/8/2022).
Budi menambahkan, SA, warga Kecamatan Panekan, mengalami luka di kepala.
“Korban tidak sadarkan diri dan meninggal setelah mendapat perawatan di RSUD Sayidiman Magetan,” imbuhnya.
Dalam kecelakaan itu, AG membonceng istrinya, LI, dan anaknya yang berinisial KA (3). Mereka mengalami luka ringan akibat kecelakaan itu.
Baca juga: Soal Pencemaran Sungai di Plaosan, DLH Magetan Soroti Perilaku Peternak di Kampung Susu Lawu
Sementara kedua motor yang terlibat kecelakaan rusak di bagian depan. Kedua motor itu kini berada di Satlantas Polres Magetan.
“Saat ini kasus laka lantas tersebut ditangani Unit Gakkum Satlantas Polres Magetan,” ucap Budi Kuncahyo.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2022/08/14/082154778/pelajar-tewas-usai-2-motor-tabrakan-di-magetan-salah-satu-pengendara
"Sopir Diduga Mengantuk, Mobil Santa Fe Tabrak Pohon dan Tiang lalu Terguling di Jalan Prapanca Jaksel","Kompas.com - 11/08/2022, 09:12 WIB",Muhammad Isa Bustomi,Megapolitan,"JAKARTA, KOMPAS.com","
JAKARTA, KOMPAS.com - Mobil Hyundai Santa Fe terguling di Jalan Prapanca Raya, Kebayoran Baru, Jakarta Selatan, Kamis (11/8/2022) dini hari.
Kepala Unit (Kanit) Laka Lantas Polres Metro Jakarta Selatan AKP Sigit mengatakan, kecelakaan tunggal yang dialami pengemudi Santa Fe terjadi pada Kamis sekitar pukul 01.30 WIB.
Kecelakaan tersebut disebabkan karena pengemudi Santa Fe berinisial MNL (20) diduga mengantuk saat mengendarai kendaraan.
""Penyebab diduga kurang konsentrasi karena (pengemudi mobil) mengantuk,"" kata Sigit saat dikonfirmasi, Kamis.
Baca juga: Aksi Intoleran di Sekolah Jakarta, Guru Larang Murid Pilih Ketua OSIS Nonmuslim hingga Paksa Siswi Berjilbab
Sigit menjelaskan, kecelakaan tunggal itu berawal saat mobil yang dikemudikan MNL melintas dari selatan ke arah utara di Jalan Prapanca.
Sesampainya di jalan berkelok, tepat di salah satu rumah warga nomor 11, mobil itu seketika oleng ke kiri jalan dan menabrak pohon serta tiang, kemudian terguling.
""Mobil oleng lalu menabrak pohon dan tiang serta menyerempet pagar rumah, terjadilah kecelakaan,"" ujar Sigit.
Baca juga: Nasib Petugas PPSU yang Aniaya hingga Tabrak Pacar di Kemang, Kini Dipecat dan Ditahan Polisi
Sigit memastikan tidak ada korban luka maupun jiwa dalam kecelakaan itu. Ia menyebutkan, pengemudi mobil mengalami syok akibat insiden tersebut.
""Pengemudi hanya syok. Akibat kecelakaan ini mengakibatkan kerugian materi kerusakan (mobil),"" kata Sigit.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/08/11/09123331/sopir-diduga-mengantuk-mobil-santa-fe-tabrak-pohon-dan-tiang-lalu
"2 Truk Kecelakaan di Jalan Lamongan-Gresik, Seorang Penumpang Terluka","Kompas.com - 10/08/2022, 20:36 WIB","Kontributor Gresik, Hamzah Arfah",Regional,"LAMONGAN, KOMPAS.com","
LAMONGAN, KOMPAS.com - Dua truk tronton bertabrakan di Jalan Poros Nasional Lamongan-Gresik, tepatnya di Kecamatan Deket, Lamongan, Jawa Timur. Seorang penumpang truk terluka akibat kecelakaan itu.
Kanit Gakkum Satlantas Polres Lamongan Iptu Anang Purwo mengatakan, kecelakaan itu melibatkan truk tronton dengan nomor polisi N 9349 UR yang dikendarai Kustiono (46) dan mengangkut penumpang bernama Andre (27), warga Purwokerto.
Baca juga: Detik-detik Mobil Terbakar di Lamongan, 1 Orang Terluka
Sementara truk lainnya, dengan nomor polisi B 9510 UIZ yang dikendarai Tri Wahyu Sutrisno (26), warga Parengan, Tuban.
""Kejadian tabrakannya tadi pagi, sekitar pukul 03.30 WIB. TKP (Tempat Kejadian Perkara) di depan dealer Mitsubishi Motor, Kecamatan Deket,"" ujar Anang, saat dikonfirmasi, Rabu (10/8/2022).
Anang menjelaskan, kecelakaan bermula ketika truk yang dikendarai Tri Wahyu Sutrisno berhenti di lajur kiri karena mengalami gangguan mesin.
Saat hampir bersamaan, truk tronton yang dikendarai Kustiono melaju dari arah barat menuju timur.
""Karena truknya mengalami gangguan, Tri Wahyu Sutrisno sudah menyalakan lampu hazard. Namun karena jarak sudah dekat, truk yang dikemudikan Kustiono tidak bisa menghindar dan akhirnya terjadi laka lantas,"" kata Anang.
Truk tronton yang dikemudikan Kustiono, lanjut Anang, kemudian menabrak bagian belakang truk yang dikemudikan Tri Wahyu Sutrisno.
Baca juga: Diduga Korsleting, Sebuah Rumah di Lamongan Ludes Terbakar
 
Akibatnya, Andre penumpang yang turut serta dalam truk yang dikemudikan oleh Kustiono mengalami luka ringan dan sudah mendapat perawatan medis.
""Tidak ada korban jiwa, hanya materiel. Andre mengalami luka ringan, pada bagian tangan dan kaki,"" ucap Anang.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2022/08/10/203657078/2-truk-kecelakaan-di-jalan-lamongan-gresik-seorang-penumpang-terluka
"BMW Ditabrak Bus Pariwisata di Tol Jagorawi, Bodi Belakang Mobil Rusak Berat","Kompas.com - 08/08/2022, 14:11 WIB",Nirmala Maulana Achmad,Megapolitan,"JAKARTA, KOMPAS.com","
JAKARTA, KOMPAS.com - Sebuah mobil BMW bernomor polisi B 1820 SAI mengalami rusak berat pada bagian belakang setelah ditabrak bus pariwisata Hiba Utama di Jalan Tol Jagorawi, Km 1.200 Bandung arah dalam kota, Cililitan, Kramatjati, Jakarta Timur, Senin (8/8/2022), sekitar pukul 08.00 WIB.
Kepala Induk Patroli Jalan Raya (PJR) Jaya 1 AKP Musyairi Haji mengatakan, kecelakaan bermula saat BMW melaju dari Gerbang Tol Cililitan arah Cawang.
""Tepat di Km 1.200, BMW berhenti mengingat padatnya arus lalu lintas,"" kata Musyairi dalam keterangannya, Senin.
Baca juga: Kronologi Santri Tewas Dianiaya di Tangerang, Diduga Berawal dari Cekcok karena Terbentur Pintu Kamar Mandi
Namun, dari arah belakang, bus bernomor polisi B 7469 TGC tiba-tiba menabrak BMW itu.
""Menurut analisa petugas, bus Hiba Utama menabrak karena tidak bisa menjaga jarak,"" kata Musyairi.
Akibatnya, BMW mengalami rusak berat pada bagian belakang, terutama pada bemper mobil. Sementara itu, bus mengalami rusak lampu sebelah kanan pecah.
Tidak ada korban luka maupun jiwa dalam kecelakaan itu.
Kasus kecelakaan kemudian dilimpahkan ke Subdit Gakkum Ditlantas Polda Metro Jaya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/08/08/14111111/bmw-ditabrak-bus-pariwisata-di-tol-jagorawi-bodi-belakang-mobil-rusak
"Tabrak Pembatas ""Flyover"" Kemayoran, Pengendara Motor Terjun Bebas hingga Terluka Parah","Kompas.com - 08/08/2022, 08:53 WIB",Rakhmat Nur Hakim,Megapolitan,"JAKARTA, KOMPAS.com - ","

JAKARTA, KOMPAS.com - Seorang pengendara motor dan penumpangnya terluka parah usai terjun dari flyover Kemayoran arah Ancol pada Minggu (7/8/2022) malam. Kedua korban kecelakaan itu mengalami luka parah hingga patah tulang.
Awalnya mereka menabrak pembatas jalan hingga terjatuh ke kolong Flyover Kemayoran-Ancol dengan ketinggian sekitar 7 meter.
Baca juga: Selidiki Kasus Tabrak Lari Wartawan, Polisi Periksa CCTV di Sekitar Fly Over Kuningan
Kedua korban selamat dan masih dalam kondisi sadarkan diri ketika dievakuasi petugas dari Ambulans Gawat Darurat (AGD) Dinas Kesehatan DKI Jakarta beserta para warga di lokasi.
Perawat AGD Dinkes DKI Jakarta Jualita P. S. mengungkapkan, kecelakaan ini bermula ketika kedua korban berboncengan mengendarai motor dari arah Kemayoran ke arah Ancol.
Ketika sampai di turunan flyover, pengemudi motor Yamaha Jupiter MX bernomor polisi G 5199 UU itu hilang kendali hingga menabrak pembatas tanpa palang besi di bagian tengah jalan layang tersebut.
Akibatnya, kedua korban langsung terjatuh dari sela-sela jalan layang tersebut ke semak-semak di bawahnya. Di sisi lain, motor yang dikemudikan korban rusak parah di atas flyover.
""Korban katanya dari arah Kemayoran mau turun ke Ancol. Mereka kebablasan, jatuhlah dari sela-sela pembatas (jalan layang),"" kata Jualita saat ditemui di lokasi, Minggu malam.
Kedua korban diduga melaju cukup kencang hingga hilang kendali dan menabrak pembatas. Menurut Jualita, kedua korban tidak mengenakan helm sehingga memengaruhi parahnya luka yang diderita.
""Mereka boncengan berdua enggak pake helm, makanya tadi kepalanya robek lumayan gede,"" ucap Jualita.
Baca juga: Kecelakaan Tunggal di Fly Over Ciputat, 1 Orang Tewas di Tempat
Jualita menambahkan, kedua korban yang tergeletak di semak-semak kolong flyover akhirnya dievakuasi ke RSUD Koja, Jakarta Utara.
Kondisi korban saat ini masih stabil dan sadarkan diri. Salah satu korban mengalami robek cukup lebar di kepala, sedangkan satu korban lainnya patah tulang kaki.
Artikel ini telah tayang di TribunJakarta.com dengan judul Pengemudi Sepeda Motor dan Penumpangnya Terjun dari Flyover Kemayoran-Ancol hingga Patah Tulang
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/08/08/08533241/tabrak-pembatas-flyover-kemayoran-pengendara-motor-terjun-bebas-hingga
Pedagang Kopi Keliling Ditabrak Pengendara Mobil di Jakarta Barat,"Kompas.com - 08/08/2022, 08:06 WIB",Joy Andre,Megapolitan,"JAKARTA, KOMPAS.com","
JAKARTA, KOMPAS.com - Seorang penjual kopi keliling ditabrak oleh seorang pengemudi mobil di Jalan Latumenten Raya, Jembatan Besi, Tambora, Jakarta Barat, pada Sabtu (6/8/2022).  PS Kasat Samapta Polres Metro Jakarta Barat Komisaris Polisi Slamet Riyanto menjelaskan, kejadian tabrakan itu terjadi ketika korban hendak mulai berdagang.
Saat kecelakaan terjadi, secara kebetulan Tim Patroli Perintis Presisi juga melintas di lokasi kejadian dan menyaksikan langsung tabrakan tersebut. ""Tim kemudian langsung menghampiri pesepeda motor tersebut dan memberikan pertolongan pertama pada korban,"" ujar Slamet dikutip dari keterangannya, Minggu (7/8/2022).
Baca juga: Update Kasus Warga Pulogadung Tutup Akses Tetangga, Tembok Masih Berdiri Tegak dan Mediasi Tak Kunjung Berhasil Slamet menjelaskan, bahwa pengemudi mobil itu sempat mencoba untuk kabur, tetapi akhirnya berhasil dikejar dan diamankan oleh pengendara lain. Korban yang mengalami luka pada tubuhnya langsung dibawa ke rumah sakit Atma Jaya, Penjaringan, Jakarta Utara, untuk kemudian diberikan perawatan. ""Korban yang mengalami laka lantas kemudian dibawa ke rumah sakit untuk dirawat,"" jelasnya. Sementara itu, dikonfirmasi secara terpisah melalui sambungan telepon, Kepala Tim Patroli Perintis Presisi 1 Briptu Abdul menjelaskan bahwa insiden itu berakhir secara kekeluargaan.
Baca juga: Perjalanan Kasus Meme Stupa Candi Borobudur Roy Suryo: Lapor Pertama kali, Kini Ditahan Pelaku dan korban sepakat untuk melakukan negosiasi. Pelaku juga menyatakan bersedia untuk bertanggung jawab segala biaya perawatan korban. ""Jadi itu pengemudi sempat mau kabur tapi berhasil ditangkap sama pengendara lain. Di rumah sakit, korban dan pelaku negosiasi. Ganti rugi sama biaya pengobatan, sampai sembuh,"" jelas Abdul.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/08/08/08064181/pedagang-kopi-keliling-ditabrak-pengendara-mobil-di-jakarta-barat
"Pulang Berwisata dari Sembalun, Minibus Berpenumpang 11 Orang Terguling","Kompas.com - 07/08/2022, 16:59 WIB","Kontributor Lombok Tengah, Idham Khalid",Regional,"LOMBOK TIMUR, KOMPAS.com","
LOMBOK TIMUR, KOMPAS.com- Minibus bernomor polisi DR 7421 KZ mengalami kecelakaan tunggal di jalan Raya Pusuk Sajang, Dusun Sajang Lauk, Desa Sajang, Kecamatan Sembalun, Kabupaten Lombok Timur, Minggu (7/8/2022)
Kepala Kepolisian Sektor Sembalun Iptu Lalu Panca Warsa mengungkapkan, minibus tersebut berpenumpang 11 orang yang hendak pulang berwisata dari Sembalun.
""Kendaraan tersebut memuat penumpang sebanyak sebelas orang dari Sembalun yang akan pulang menuju Mataram. Mereka baru pulang berwisata,"" ungkap Panca saat dihubungi.
Baca juga: Detik-detik Elf Angkut Rombongan Pengantar Pengantin Terguling di Magetan, Bocah 8 Tahun Tewas
Dijelaskan Panca, kecelakaan tunggal tersebut diduga terjadi akibat kelalaian sopir inisial AA (36) yang kurang konsentrasi saat mengemudi.
""Saat di TKP yang jalanya agak menurun tajam, pengemudi pada saat mengerem kurang konsentrasi sehingga kendaraan pada saat jalan menurun mengalami kurang keseimbangan, yang mengakibatkan kendaraan jatuh terguling ke sebelah kiri jalan,"" ungkap Panca.
Tidak korban jiwa yang timbul dalam kecelakaan ini. Seluruh penumpang juga sudah dipulangkan ke Mataram.
Baca juga: Truk Tinja Terguling dan Nyungsep, Isinya Tumpah ke Rumah Warga
""Tidak ada luka yang terlalu serius, hanya luka ringan, mereka dalam keadaan sehat,"" kata Panca.
Hanya saja, ada seorang penumpang yang mengalami luka di ketiak dan lengan kiri. Penumpang itu harus mendapat 15 jahitan di ketiak dan 10 jahitan di lengannya.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2022/08/07/165930778/pulang-berwisata-dari-sembalun-minibus-berpenumpang-11-orang-terguling
